cliente,total_gasto,segmento
14788,877.35,Bronze
15259,877.3,Bronze
12616,876.6,Bronze
12354,876.28,Bronze
18043,875.97,Bronze
14508,874.94,Bronze
12675,874.5,Bronze
12803,874.41,Bronze
16314,874.4,Bronze
17034,874.01,Bronze
17237,872.48,Bronze
16435,872.37,Bronze
18066,871.0,Bronze
15511,870.98,Bronze
13376,869.76,Bronze
15471,868.8100000000001,Bronze
16254,868.1700000000001,Bronze
13692,867.6,Bronze
16365,866.86,Bronze
12680,866.77,Bronze
17358,866.05,Bronze
16209,865.6800000000001,Bronze
12640,865.07,Bronze
13300,864.3100000000001,Bronze
13046,864.25,Bronze
13233,862.9,Bronze
14753,861.95,Bronze
17566,861.61,Bronze
13368,861.1800000000001,Bronze
14352,861.11,Bronze
12913,860.74,Bronze
13333,860.5,Bronze
13339,860.12,Bronze
14947,859.97,Bronze
14459,859.481,Bronze
17183,857.88,Bronze
13473,857.71,Bronze
16099,857.7,Bronze
14600,857.61,Bronze
12722,856.63,Bronze
16386,856.17,Bronze
17161,856.01,Bronze
12878,854.99,Bronze
16825,854.53,Bronze
12905,853.74,Bronze
16877,853.72,Bronze
15478,853.62,Bronze
12940,853.42,Bronze
16657,853.4,Bronze
15012,853.06,Bronze
15109,852.7,Bronze
12486,852.6,Bronze
16204,849.2,Bronze
14932,849.06,Bronze
16784,848.93,Bronze
15264,848.4,Bronze
13548,847.97,Bronze
17871,847.5500000000001,Bronze
13487,846.87,Bronze
15180,846.35,Bronze
13005,845.08,Bronze
17724,844.7,Bronze
14201,843.74,Bronze
14922,843.74,Bronze
15508,843.58,Bronze
16362,843.38,Bronze
12945,842.11,Bronze
17409,841.9000000000001,Bronze
12413,841.75,Bronze
14326,840.6600000000001,Bronze
13937,839.45,Bronze
12793,839.33,Bronze
13414,838.38,Bronze
16955,838.27,Bronze
15832,836.79,Bronze
13026,835.72,Bronze
14556,835.34,Bronze
14176,834.6500000000001,Bronze
14272,834.37,Bronze
16644,833.78,Bronze
14138,832.38,Bronze
12919,831.11,Bronze
15406,830.5,Bronze
14080,830.03,Bronze
13544,829.0,Bronze
17167,828.86,Bronze
12953,828.8100000000001,Bronze
13727,827.35,Bronze
12847,827.13,Bronze
14407,826.48,Bronze
14714,825.6,Bronze
12550,824.83,Bronze
17366,824.77,Bronze
16563,823.64,Bronze
12785,823.4,Bronze
14615,822.91,Bronze
15091,822.11,Bronze
17101,820.83,Bronze
13630,819.54,Bronze
12541,818.88,Bronze
18062,818.85,Bronze
15809,818.79,Bronze
15835,818.59,Bronze
12545,818.35,Bronze
13612,818.29,Bronze
16742,817.93,Bronze
14475,817.71,Bronze
17480,817.43,Bronze
15483,817.2,Bronze
14538,816.79,Bronze
14087,816.52,Bronze
13891,815.96,Bronze
16947,815.05,Bronze
14656,814.65,Bronze
14644,814.42,Bronze
14873,814.33,Bronze
14260,814.2,Bronze
13589,813.19,Bronze
15644,813.0,Bronze
14618,812.76,Bronze
17251,812.4300000000001,Bronze
17329,812.19,Bronze
17864,812.12,Bronze
12679,812.06,Bronze
16009,811.15,Bronze
14890,810.95,Bronze
13637,810.5,Bronze
15987,809.55,Bronze
18087,809.26,Bronze
17351,809.23,Bronze
18108,809.0600000000001,Bronze
13340,808.9300000000001,Bronze
15110,808.65,Bronze
17114,808.62,Bronze
15071,808.36,Bronze
15057,807.6,Bronze
17495,806.72,Bronze
12822,806.08,Bronze
16376,805.99,Bronze
16130,805.6800000000001,Bronze
14102,805.5799999999999,Bronze
13393,804.61,Bronze
17578,804.37,Bronze
17862,802.94,Bronze
16846,801.73,Bronze
18265,801.51,Bronze
15855,801.44,Bronze
17869,801.03,Bronze
17023,800.18,Bronze
17143,800.0600000000001,Bronze
12815,798.36,Bronze
16438,798.35,Bronze
13389,797.96,Bronze
15309,797.96,Bronze
12372,797.34,Bronze
16155,796.9,Bronze
16961,794.56,Bronze
12967,794.32,Bronze
12652,793.83,Bronze
14338,793.1,Bronze
18144,792.26,Bronze
15132,791.69,Bronze
16184,791.46,Bronze
16250,791.38,Bronze
15912,791.02,Bronze
16469,790.5600000000001,Bronze
13016,789.89,Bronze
16357,789.17,Bronze
18074,788.09,Bronze
15952,787.85,Bronze
17356,787.7099999999999,Bronze
12505,787.2,Bronze
15006,786.89,Bronze
16614,786.79,Bronze
16394,786.44,Bronze
13235,785.67,Bronze
14671,785.0,Bronze
15743,784.46,Bronze
16270,783.94,Bronze
14862,783.92,Bronze
13945,783.35,Bronze
15028,783.01,Bronze
15156,781.64,Bronze
17987,781.34,Bronze
13336,781.2,Bronze
17255,781.19,Bronze
15710,781.15,Bronze
14488,781.08,Bronze
17582,780.55,Bronze
17691,780.0500000000001,Bronze
16834,779.26,Bronze
13781,778.83,Bronze
16749,778.58,Bronze
18008,778.18,Bronze
16344,777.02,Bronze
15837,777.01,Bronze
14912,776.9,Bronze
15618,776.851,Bronze
13314,775.94,Bronze
15448,774.89,Bronze
14370,774.08,Bronze
14267,773.94,Bronze
13466,773.9,Bronze
13775,773.21,Bronze
12965,771.91,Bronze
12572,770.97,Bronze
13287,770.79,Bronze
16798,769.06,Bronze
16535,768.67,Bronze
14839,768.28,Bronze
15239,766.67,Bronze
15988,766.09,Bronze
15101,766.0600000000001,Bronze
16869,764.64,Bronze
12488,764.24,Bronze
15208,764.22,Bronze
15505,763.78,Bronze
17854,763.73,Bronze
16392,763.05,Bronze
16806,761.89,Bronze
16636,761.83,Bronze
15244,761.38,Bronze
16861,760.23,Bronze
12358,760.18,Bronze
16860,759.58,Bronze
14533,759.4300000000001,Bronze
17926,759.4300000000001,Bronze
16460,759.34,Bronze
14551,757.54,Bronze
17537,757.46,Bronze
15246,757.0,Bronze
14014,756.61,Bronze
17880,756.52,Bronze
16900,756.45,Bronze
16952,756.28,Bronze
12794,756.01,Bronze
17801,754.65,Bronze
18104,754.64,Bronze
12801,754.6,Bronze
16892,754.54,Bronze
16127,754.51,Bronze
17141,754.33,Bronze
13595,753.72,Bronze
12772,752.47,Bronze
17076,752.43,Bronze
15469,751.15,Bronze
16264,750.73,Bronze
12797,750.11,Bronze
13221,749.76,Bronze
17930,749.66,Bronze
16020,749.01,Bronze
14022,748.95,Bronze
15656,748.5,Bronze
15900,748.24,Bronze
14065,747.92,Bronze
17968,747.64,Bronze
14605,747.16,Bronze
18192,746.92,Bronze
14050,746.36,Bronze
12373,746.1500000000001,Bronze
13681,745.33,Bronze
15872,744.68,Bronze
14882,744.25,Bronze
14332,744.0500000000001,Bronze
17064,743.0500000000001,Bronze
12405,742.57,Bronze
14247,742.42,Bronze
18064,741.79,Bronze
16642,741.07,Bronze
18001,740.66,Bronze
14690,740.63,Bronze
14624,740.48,Bronze
13940,739.0600000000001,Bronze
12903,739.0500000000001,Bronze
15092,738.21,Bronze
13212,738.08,Bronze
13509,737.6800000000001,Bronze
14815,737.22,Bronze
13429,736.84,Bronze
12628,736.46,Bronze
14970,735.3,Bronze
18154,734.24,Bronze
13405,733.251,Bronze
16623,731.94,Bronze
12696,731.91,Bronze
15870,731.71,Bronze
14437,731.2,Bronze
14430,731.1,Bronze
17999,730.9,Bronze
13921,730.7,Bronze
14289,728.5600000000001,Bronze
15533,728.37,Bronze
13396,727.97,Bronze
17889,727.27,Bronze
17374,727.11,Bronze
14998,726.93,Bronze
18187,724.89,Bronze
14798,724.31,Bronze
13264,722.5600000000001,Bronze
17640,721.88,Bronze
16329,721.72,Bronze
15407,721.49,Bronze
15197,721.31,Bronze
13479,721.05,Bronze
13720,720.7,Bronze
17223,720.53,Bronze
12642,720.1,Bronze
16023,719.81,Bronze
14179,719.78,Bronze
13699,719.3000000000001,Bronze
15399,719.05,Bronze
12588,718.78,Bronze
12787,718.18,Bronze
16246,717.5500000000001,Bronze
13166,716.66,Bronze
17144,716.13,Bronze
16274,715.9,Bronze
16387,715.75,Bronze
17527,715.66,Bronze
17621,715.54,Bronze
12792,715.01,Bronze
17978,714.76,Bronze
16677,714.72,Bronze
17461,714.2,Bronze
15977,714.17,Bronze
17756,713.54,Bronze
17579,713.33,Bronze
15645,713.1700000000001,Bronze
14026,713.11,Bronze
17227,712.14,Bronze
16759,710.95,Bronze
17522,710.71,Bronze
15723,710.71,Bronze
14427,710.5600000000001,Bronze
17003,710.16,Bronze
15651,710.06,Bronze
15882,709.0,Bronze
14585,708.87,Bronze
16958,708.48,Bronze
16924,708.4,Bronze
16449,707.69,Bronze
17561,707.22,Bronze
12453,707.09,Bronze
16183,706.8100000000001,Bronze
17976,706.38,Bronze
14880,706.19,Bronze
16836,706.05,Bronze
12925,705.3299999999999,Bronze
16415,704.44,Bronze
15428,704.08,Bronze
16668,703.78,Bronze
16269,703.65,Bronze
16298,703.55,Bronze
12883,703.47,Bronze
12730,703.25,Bronze
18248,703.24,Bronze
14188,703.06,Bronze
15439,702.85,Bronze
16972,702.85,Bronze
14699,702.6,Bronze
16593,702.29,Bronze
13453,702.29,Bronze
13721,701.9399999999999,Bronze
17387,701.47,Bronze
12465,701.39,Bronze
14141,701.23,Bronze
16198,700.791,Bronze
17051,700.47,Bronze
15393,699.88,Bronze
13242,699.4,Bronze
15847,698.34,Bronze
15782,697.92,Bronze
16075,697.33,Bronze
15969,697.05,Bronze
13596,697.04,Bronze
12806,695.66,Bronze
15238,695.63,Bronze
14439,695.6,Bronze
12410,694.51,Bronze
17044,694.24,Bronze
16555,693.58,Bronze
17964,693.14,Bronze
13175,691.85,Bronze
16546,691.75,Bronze
15679,690.98,Bronze
15066,690.59,Bronze
13575,690.47,Bronze
13296,690.21,Bronze
14976,689.86,Bronze
17425,688.97,Bronze
13341,688.25,Bronze
17482,687.59,Bronze
16136,687.34,Bronze
14883,687.1899999999999,Bronze
13045,686.72,Bronze
15784,686.63,Bronze
15880,686.5600000000001,Bronze
14160,686.35,Bronze
15901,686.1,Bronze
13991,685.33,Bronze
17979,684.13,Bronze
13778,684.0,Bronze
14048,683.54,Bronze
14234,683.26,Bronze
15582,682.9100000000001,Bronze
13987,682.54,Bronze
18102,682.45,Bronze
12991,682.37,Bronze
15274,681.77,Bronze
16447,681.54,Bronze
15032,681.15,Bronze
13200,680.67,Bronze
18247,680.53,Bronze
18190,679.62,Bronze
17760,679.53,Bronze
16336,679.46,Bronze
14151,679.45,Bronze
15314,679.03,Bronze
17332,678.51,Bronze
13974,677.72,Bronze
12691,677.2,Bronze
15420,677.06,Bronze
13040,676.99,Bronze
14923,675.9,Bronze
12646,675.44,Bronze
14504,673.26,Bronze
14645,673.22,Bronze
16763,672.2,Bronze
16048,672.0300000000001,Bronze
18034,671.78,Bronze
17653,668.12,Bronze
15720,667.82,Bronze
17361,667.64,Bronze
12998,667.52,Bronze
18141,666.3100000000001,Bronze
16747,665.98,Bronze
17777,665.86,Bronze
14452,665.59,Bronze
18006,665.54,Bronze
14510,665.02,Bronze
15113,664.97,Bronze
16067,664.89,Bronze
14872,664.6800000000001,Bronze
13474,663.79,Bronze
16573,663.61,Bronze
13713,663.46,Bronze
15350,663.25,Bronze
13354,661.81,Bronze
13820,660.65,Bronze
16810,660.24,Bronze
14398,660.09,Bronze
16146,658.98,Bronze
15568,658.69,Bronze
12519,658.62,Bronze
15715,658.02,Bronze
12767,657.86,Bronze
16949,657.27,Bronze
12543,656.8,Bronze
18112,656.79,Bronze
13398,656.42,Bronze
14126,656.28,Bronze
12507,656.25,Bronze
15700,655.88,Bronze
17105,655.78,Bronze
16034,655.72,Bronze
18082,655.61,Bronze
14497,655.36,Bronze
12842,655.01,Bronze
13598,654.89,Bronze
15266,654.41,Bronze
16117,654.4,Bronze
16262,653.15,Bronze
17478,652.82,Bronze
17963,651.51,Bronze
13840,651.4,Bronze
13730,651.35,Bronze
13833,650.36,Bronze
13427,649.77,Bronze
13220,649.64,Bronze
16885,649.54,Bronze
15276,649.53,Bronze
13980,649.36,Bronze
12844,648.6,Bronze
17466,648.53,Bronze
12837,648.51,Bronze
17127,647.58,Bronze
17375,647.11,Bronze
15462,647.05,Bronze
18217,646.72,Bronze
13723,645.92,Bronze
12389,645.83,Bronze
14024,645.74,Bronze
13518,645.52,Bronze
16122,645.24,Bronze
17962,645.12,Bronze
16343,645.0699999999999,Bronze
13925,645.05,Bronze
12719,644.95,Bronze
16185,644.72,Bronze
16135,644.25,Bronze
12657,644.2,Bronze
14324,644.01,Bronze
16495,643.61,Bronze
14894,643.46,Bronze
12874,643.3,Bronze
12492,643.21,Bronze
16494,642.81,Bronze
17622,642.67,Bronze
15297,641.94,Bronze
12573,641.45,Bronze
14959,641.34,Bronze
16824,641.24,Bronze
12624,641.13,Bronze
16975,640.88,Bronze
13898,640.5,Bronze
14851,639.45,Bronze
16739,638.48,Bronze
13856,638.27,Bronze
13537,638.25,Bronze
16465,637.94,Bronze
14664,637.89,Bronze
17134,637.1,Bronze
15886,636.7,Bronze
15116,636.32,Bronze
12890,634.83,Bronze
14594,634.83,Bronze
14365,634.68,Bronze
14219,633.83,Bronze
14425,633.5500000000001,Bronze
14568,633.2,Bronze
17404,632.74,Bronze
13540,632.39,Bronze
14104,632.34,Bronze
13282,631.99,Bronze
15921,631.69,Bronze
16472,631.6,Bronze
15803,631.4,Bronze
14381,631.34,Bronze
13356,630.84,Bronze
15107,630.45,Bronze
15016,630.3,Bronze
15995,630.19,Bronze
17418,629.74,Bronze
17423,629.59,Bronze
12713,628.5,Bronze
16730,627.87,Bronze
16364,627.44,Bronze
12535,627.25,Bronze
16917,626.96,Bronze
15734,626.9,Bronze
14036,626.65,Bronze
13927,626.34,Bronze
17430,626.21,Bronze
14793,625.9,Bronze
13444,625.38,Bronze
17004,624.94,Bronze
14228,624.5500000000001,Bronze
14169,624.4300000000001,Bronze
16056,624.05,Bronze
16792,623.46,Bronze
14838,622.77,Bronze
13573,622.6800000000001,Bronze
12450,622.2,Bronze
13929,622.11,Bronze
13415,621.5699999999999,Bronze
13741,620.73,Bronze
13513,620.05,Bronze
14529,620.04,Bronze
15331,619.59,Bronze
15310,619.4399999999999,Bronze
13020,618.96,Bronze
16613,618.59,Bronze
15103,618.36,Bronze
17502,618.3000000000001,Bronze
16193,616.51,Bronze
12936,616.3,Bronze
13626,616.24,Bronze
14037,614.96,Bronze
16847,614.89,Bronze
13236,614.41,Bronze
13480,613.9,Bronze
12880,613.73,Bronze
13951,613.49,Bronze
13028,613.4399999999999,Bronze
12537,612.94,Bronze
17038,612.87,Bronze
16943,612.63,Bronze
16589,612.36,Bronze
17477,612.1,Bronze
17459,611.94,Bronze
14236,611.32,Bronze
16922,611.08,Bronze
14133,611.04,Bronze
13731,610.59,Bronze
16648,609.8,Bronze
18163,609.8,Bronze
16887,609.72,Bronze
16399,607.74,Bronze
15184,607.51,Bronze
15347,605.8000000000001,Bronze
17507,605.58,Bronze
16780,605.55,Bronze
14323,605.0600000000001,Bronze
13558,605.06,Bronze
18079,604.74,Bronze
15190,604.52,Bronze
16602,604.45,Bronze
14720,603.81,Bronze
12556,603.71,Bronze
16445,602.73,Bronze
12697,602.46,Bronze
12409,602.13,Bronze
15617,602.0500000000001,Bronze
14670,602.0,Bronze
12654,601.98,Bronze
14931,601.6800000000001,Bronze
15482,601.01,Bronze
17934,600.6700000000001,Bronze
12723,598.98,Bronze
16902,598.89,Bronze
16699,598.54,Bronze
17695,598.04,Bronze
15269,597.81,Bronze
16311,597.54,Bronze
16412,596.68,Bronze
15346,596.12,Bronze
13350,595.17,Bronze
14771,594.62,Bronze
14563,593.4,Bronze
18232,592.97,Bronze
17572,592.5100000000001,Bronze
12658,592.45,Bronze
12575,592.22,Bronze
17683,592.09,Bronze
12638,591.55,Bronze
14693,591.51,Bronze
12427,591.46,Bronze
12735,591.3199999999999,Bronze
13430,591.25,Bronze
18183,590.47,Bronze
16500,590.4100000000001,Bronze
14478,590.3,Bronze
18101,588.66,Bronze
13484,588.22,Bronze
17119,588.19,Bronze
15191,588.05,Bronze
13301,587.49,Bronze
13512,587.27,Bronze
15097,587.0500000000001,Bronze
17890,586.97,Bronze
13768,586.87,Bronze
17852,586.61,Bronze
14222,586.45,Bronze
16022,585.78,Bronze
15258,584.91,Bronze
15938,584.81,Bronze
17156,584.31,Bronze
16015,584.1899999999999,Bronze
15762,583.75,Bronze
12764,583.13,Bronze
17155,583.1,Bronze
15918,582.88,Bronze
16100,582.64,Bronze
17099,582.17,Bronze
16658,581.42,Bronze
17867,581.2,Bronze
17221,581.07,Bronze
12924,580.42,Bronze
15199,580.0,Bronze
12863,579.0,Bronze
14708,578.31,Bronze
16268,577.7,Bronze
17371,577.35,Bronze
14182,576.77,Bronze
15362,576.06,Bronze
15830,576.0,Bronze
16211,575.79,Bronze
14283,575.64,Bronze
16776,574.85,Bronze
17492,574.8,Bronze
16601,574.6899999999999,Bronze
13424,572.77,Bronze
18228,572.75,Bronze
16766,572.6,Bronze
13379,572.56,Bronze
13179,572.3100000000001,Bronze
16428,572.08,Bronze
16480,571.77,Bronze
14285,571.74,Bronze
13070,571.0,Bronze
15821,570.96,Bronze
14592,570.46,Bronze
16667,570.13,Bronze
17952,570.01,Bronze
17433,569.96,Bronze
15414,569.94,Bronze
16978,569.38,Bronze
16704,568.86,Bronze
13836,568.6800000000001,Bronze
17817,568.0,Bronze
16431,567.21,Bronze
14986,566.9,Bronze
15624,566.85,Bronze
13998,566.7,Bronze
18150,566.58,Bronze
14248,566.51,Bronze
16720,566.16,Bronze
12699,566.11,Bronze
17325,566.01,Bronze
15666,565.98,Bronze
12813,565.8,Bronze
17398,565.78,Bronze
12601,565.71,Bronze
13780,565.42,Bronze
12944,564.71,Bronze
15637,564.51,Bronze
16450,564.1800000000001,Bronze
16309,563.77,Bronze
18264,563.45,Bronze
15597,563.37,Bronze
13465,563.08,Bronze
12355,563.01,Bronze
17265,562.9,Bronze
14237,562.9,Bronze
17392,562.0600000000001,Bronze
13008,561.13,Bronze
16734,560.71,Bronze
15655,560.67,Bronze
15917,560.63,Bronze
16216,560.63,Bronze
15137,559.64,Bronze
14170,559.43,Bronze
15959,558.49,Bronze
15275,557.54,Bronze
17025,557.2,Bronze
14372,556.63,Bronze
16661,556.4300000000001,Bronze
13677,556.1899999999999,Bronze
15492,555.9399999999999,Bronze
15586,555.9,Bronze
13024,555.87,Bronze
14220,555.57,Bronze
12516,554.98,Bronze
15634,554.65,Bronze
18056,554.6,Bronze
15903,554.04,Bronze
14643,554.02,Bronze
15650,553.88,Bronze
13035,553.2,Bronze
16406,552.68,Bronze
12790,552.05,Bronze
13706,551.67,Bronze
18098,550.84,Bronze
17274,550.82,Bronze
18262,549.7,Bronze
17176,549.52,Bronze
17045,548.89,Bronze
17547,548.25,Bronze
15598,548.02,Bronze
13729,547.83,Bronze
16969,547.15,Bronze
17637,547.0600000000001,Bronze
12743,546.43,Bronze
15080,546.25,Bronze
16882,546.12,Bronze
12478,545.99,Bronze
16915,545.9,Bronze
17845,545.15,Bronze
14230,544.86,Bronze
15183,544.53,Bronze
16936,544.33,Bronze
14301,543.54,Bronze
15829,543.3199999999999,Bronze
17514,542.83,Bronze
13785,542.49,Bronze
16230,542.03,Bronze
17643,541.25,Bronze
16576,540.87,Bronze
17709,540.31,Bronze
14742,539.05,Bronze
13812,539.0,Bronze
17773,537.67,Bronze
17269,537.46,Bronze
17639,536.87,Bronze
12988,535.32,Bronze
16935,535.1,Bronze
14687,534.98,Bronze
13543,534.46,Bronze
15430,534.15,Bronze
17733,533.4300000000001,Bronze
13594,533.32,Bronze
15433,533.3,Bronze
16116,533.18,Bronze
15756,532.96,Bronze
17520,532.89,Bronze
13934,532.5,Bronze
16021,532.25,Bronze
13355,531.9,Bronze
15115,531.85,Bronze
12906,531.77,Bronze
13496,531.53,Bronze
13041,531.53,Bronze
16583,531.4,Bronze
16706,531.35,Bronze
14470,530.44,Bronze
17458,529.58,Bronze
17123,529.45,Bronze
13258,529.13,Bronze
16413,528.98,Bronze
14417,528.84,Bronze
16681,528.64,Bronze
16164,528.6,Bronze
15169,528.42,Bronze
12800,528.25,Bronze
13745,527.52,Bronze
16785,527.48,Bronze
14636,527.2900000000001,Bronze
17295,527.07,Bronze
13441,527.06,Bronze
15576,526.83,Bronze
15133,526.64,Bronze
16567,526.6,Bronze
16802,526.36,Bronze
16421,526.27,Bronze
17473,526.0,Bronze
15631,525.39,Bronze
13103,525.38,Bronze
16368,525.37,Bronze
14778,525.06,Bronze
17746,524.32,Bronze
16862,523.85,Bronze
17779,523.8100000000001,Bronze
14055,523.79,Bronze
13286,523.71,Bronze
15053,523.43,Bronze
17122,523.3,Bronze
14356,521.83,Bronze
16330,521.83,Bronze
16844,521.74,Bronze
16750,521.48,Bronze
14460,521.04,Bronze
16414,520.71,Bronze
16138,520.35,Bronze
12763,520.16,Bronze
12513,520.04,Bronze
12923,519.87,Bronze
13410,519.8199999999999,Bronze
12485,518.8000000000001,Bronze
13950,518.8,Bronze
13499,518.59,Bronze
14273,518.37,Bronze
13553,517.8,Bronze
17266,517.73,Bronze
12901,516.25,Bronze
14023,516.12,Bronze
17557,516.06,Bronze
18243,515.78,Bronze
13642,514.72,Bronze
17239,514.15,Bronze
15717,514.1,Bronze
17966,513.9,Bronze
14722,513.37,Bronze
15344,512.94,Bronze
18211,512.77,Bronze
16001,512.59,Bronze
13177,512.2,Bronze
13914,512.03,Bronze
16111,511.48,Bronze
14552,511.28000000000003,Bronze
12361,511.25,Bronze
18078,511.18,Bronze
16561,511.12,Bronze
16468,509.71999999999997,Bronze
16513,509.34000000000003,Bronze
14258,509.3,Bronze
12538,509.3,Bronze
16672,509.1,Bronze
14008,509.04,Bronze
16031,508.99,Bronze
12629,508.82,Bronze
15417,508.8,Bronze
14940,508.09000000000003,Bronze
12956,507.97,Bronze
16158,507.75,Bronze
18127,507.29,Bronze
16287,507.12,Bronze
13123,506.75,Bronze
13472,505.94,Bronze
18039,505.67,Bronze
17033,505.21,Bronze
14968,504.99,Bronze
13822,504.09999999999997,Bronze
12521,504.08,Bronze
15200,503.15000000000003,Bronze
13865,501.56,Bronze
13116,501.14,Bronze
17447,500.96999999999997,Bronze
15648,500.95000000000005,Bronze
12761,500.8,Bronze
13428,499.98,Bronze
15205,498.95,Bronze
14208,498.89,Bronze
17608,498.53,Bronze
15070,498.35,Bronze
13101,497.7,Bronze
17580,497.57,Bronze
13996,496.98,Bronze
15569,496.47,Bronze
15300,496.44,Bronze
16799,495.98,Bronze
13386,495.5,Bronze
15415,495.29,Bronze
16142,494.54,Bronze
16352,494.44,Bronze
17823,494.25,Bronze
17615,494.1,Bronze
13108,493.59999999999997,Bronze
15447,492.88,Bronze
14270,492.65000000000003,Bronze
14929,492.38,Bronze
15507,492.36,Bronze
13732,491.86,Bronze
17770,491.67,Bronze
17765,490.85,Bronze
12420,490.75,Bronze
14954,490.0,Bronze
17476,489.86,Bronze
12571,489.37,Bronze
16811,489.23,Bronze
18280,488.15000000000003,Bronze
13622,487.90999999999997,Bronze
18218,487.86,Bronze
13412,487.34999999999997,Bronze
16804,486.99,Bronze
17510,486.84,Bronze
17233,486.6,Bronze
17031,485.95,Bronze
12855,485.94,Bronze
17819,485.75,Bronze
18049,485.72,Bronze
15143,485.58,Bronze
15380,485.24,Bronze
13385,484.67,Bronze
17080,484.65,Bronze
15055,484.47,Bronze
18123,484.31,Bronze
13262,484.2,Bronze
16820,483.69,Bronze
13605,483.67,Bronze
16120,483.57,Bronze
17782,483.34,Bronze
14973,483.33,Bronze
15661,483.27000000000004,Bronze
17039,483.11,Bronze
15048,482.75,Bronze
13810,482.56,Bronze
15813,482.51,Bronze
15207,482.32,Bronze
18140,482.05,Bronze
17678,482.01,Bronze
18216,481.75,Bronze
13807,481.7,Bronze
12390,481.44,Bronze
15891,480.96,Bronze
14052,480.81,Bronze
16707,479.95,Bronze
15198,479.55,Bronze
18053,479.27,Bronze
15589,478.53000000000003,Bronze
16603,478.47,Bronze
15467,478.08,Bronze
18205,477.76,Bronze
18011,477.28,Bronze
15675,476.96000000000004,Bronze
14539,476.76,Bronze
17874,476.47,Bronze
18176,476.35,Bronze
17014,476.33000000000004,Bronze
16080,475.85,Bronze
12666,475.58,Bronze
14949,475.40000000000003,Bronze
15780,475.28000000000003,Bronze
15315,475.21999999999997,Bronze
12810,474.99,Bronze
13502,474.9,Bronze
14599,474.54,Bronze
14965,474.5,Bronze
16226,474.35,Bronze
15714,474.21000000000004,Bronze
13955,474.01,Bronze
14319,473.85,Bronze
12958,473.79,Bronze
15424,473.58,Bronze
16829,473.57,Bronze
17354,473.41,Bronze
13675,473.38,Bronze
17704,473.29,Bronze
12479,473.2,Bronze
16635,473.0,Bronze
15669,472.90000000000003,Bronze
15842,472.48,Bronze
17110,472.45,Bronze
16038,471.78000000000003,Bronze
14429,471.28000000000003,Bronze
14158,471.18,Bronze
16504,470.34,Bronze
16536,469.37,Bronze
16526,469.11,Bronze
17524,469.1,Bronze
14716,467.17,Bronze
18207,466.17,Bronze
15223,466.05,Bronze
16331,466.0,Bronze
14611,465.84999999999997,Bronze
18121,465.84,Bronze
15287,465.63,Bronze
15018,465.51,Bronze
15643,465.5,Bronze
17548,465.46,Bronze
16228,465.29,Bronze
17935,465.14,Bronze
18167,465.00000000000006,Bronze
13928,464.57,Bronze
14163,464.26,Bronze
16641,463.78000000000003,Bronze
17630,463.65,Bronze
14331,462.65999999999997,Bronze
14002,462.05,Bronze
15147,461.5,Bronze
18095,461.25,Bronze
13941,460.94,Bronze
17248,460.81,Bronze
13918,460.8,Bronze
17194,460.75,Bronze
16596,460.43,Bronze
15683,460.34,Bronze
12667,460.13,Bronze
16310,460.08,Bronze
15000,459.92,Bronze
15224,459.56,Bronze
16402,459.2,Bronze
13572,458.63000000000005,Bronze
13957,458.25,Bronze
16227,458.12,Bronze
15121,457.72,Bronze
16647,456.7,Bronze
14296,456.40000000000003,Bronze
16039,456.4,Bronze
13885,455.8,Bronze
17349,455.42,Bronze
17809,454.8,Bronze
16519,454.26,Bronze
17564,454.01,Bronze
14455,453.76,Bronze
17376,453.64,Bronze
17407,453.4,Bronze
18158,453.4,Bronze
12729,453.01,Bronze
16590,452.90000000000003,Bronze
17503,452.75,Bronze
13524,452.54,Bronze
14310,452.5,Bronze
15877,451.28,Bronze
15174,451.22,Bronze
12440,451.05,Bronze
16708,450.83,Bronze
18203,450.42,Bronze
17988,449.59,Bronze
15958,449.54,Bronze
13587,449.3,Bronze
14335,448.1,Bronze
17212,447.79,Bronze
14780,447.68,Bronze
18201,447.53000000000003,Bronze
17254,447.33,Bronze
18212,447.22,Bronze
14302,447.1,Bronze
16095,447.05,Bronze
13248,446.96,Bronze
14149,446.62,Bronze
17106,446.23,Bronze
13798,445.67,Bronze
17070,445.32,Bronze
17806,445.11,Bronze
18134,445.0,Bronze
12788,444.9,Bronze
13253,444.40999999999997,Bronze
13684,444.34,Bronze
15138,444.33,Bronze
16680,443.95,Bronze
14202,443.65999999999997,Bronze
14853,443.51,Bronze
13894,443.3,Bronze
14311,443.01,Bronze
17712,443.01,Bronze
12907,442.91,Bronze
14317,442.58,Bronze
15036,442.15,Bronze
12542,441.56,Bronze
17334,441.35,Bronze
13868,441.12,Bronze
14597,440.82,Bronze
16932,440.71,Bronze
13954,439.92,Bronze
16025,439.65999999999997,Bronze
17333,439.53000000000003,Bronze
16968,439.43,Bronze
13161,439.38,Bronze
13086,439.33000000000004,Bronze
13432,439.1,Bronze
16948,438.75,Bronze
17729,438.65000000000003,Bronze
13091,438.18,Bronze
15553,437.23,Bronze
14877,437.0,Bronze
13369,436.56,Bronze
14123,436.18,Bronze
12461,436.08,Bronze
16166,435.83,Bronze
14077,435.8,Bronze
15349,435.56,Bronze
18110,435.43,Bronze
15323,434.6,Bronze
17226,434.52,Bronze
17825,434.36,Bronze
14910,434.35,Bronze
14306,433.64,Bronze
